tweet_id,timestamp,source,text,rate_num,rate_denom,name,retweet_count,favorite_count,jpg_url,breed,confidence,stage,rate
890006608113172480,2017-07-26 00:31:25+00:00,Twitter for iPhone,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek,13.0,10.0,Koda,6137,27000,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,samoyed,0.957979,None,1.3
889880896479866881,2017-07-25 16:11:53+00:00,Twitter for iPhone,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy,13.0,10.0,Bruno,4154,24537,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,french_bulldog,0.377417,None,1.3
889665388333682689,2017-07-25 01:55:32+00:00,Twitter for iPhone,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10,13.0,10.0,None,8332,41995,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,pembroke,0.966327,Puppo,1.3
889638837579907072,2017-07-25 00:10:02+00:00,Twitter for iPhone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist,12.0,10.0,Ted,3708,23633,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,french_bulldog,0.99165,None,1.2
889531135344209921,2017-07-24 17:02:04+00:00,Twitter for iPhone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek,13.0,10.0,Stuart,1877,13347,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,golden_retriever,0.953442,Puppo,1.3
889278841981685760,2017-07-24 00:19:32+00:00,Twitter for iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek,13.0,10.0,Oliver,4435,22091,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,whippet,0.626152,None,1.3
888917238123831296,2017-07-23 00:22:39+00:00,Twitter for iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both,12.0,10.0,Jim,3755,25604,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,golden_retriever,0.714719,None,1.2
888804989199671297,2017-07-22 16:56:37+00:00,Twitter for iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best,13.0,10.0,Zeke,3526,22445,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,golden_retriever,0.46976,None,1.3
888554962724278272,2017-07-22 00:23:06+00:00,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af,13.0,10.0,Ralphus,2872,17297,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,siberian_husky,0.700377,None,1.3
888078434458587136,2017-07-20 16:49:33+00:00,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway,12.0,10.0,Gerald,2892,19136,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,french_bulldog,0.995026,None,1.2
887705289381826560,2017-07-19 16:06:48+00:00,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic,13.0,10.0,Jeffrey,4531,26588,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,basset,0.821664,None,1.3
887517139158093824,2017-07-19 03:39:09+00:00,Twitter for iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy),14.0,10.0,None,9835,40673,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,Unpredicted,0.0,None,1.4
887473957103951883,2017-07-19 00:47:34+00:00,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her,13.0,10.0,Canela,14995,60114,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,pembroke,0.809197,None,1.3
887343217045368832,2017-07-18 16:08:03+00:00,Twitter for iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo),13.0,10.0,None,8802,29562,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,mexican_hairless,0.330741,None,1.3
887101392804085760,2017-07-18 00:07:08+00:00,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof,12.0,10.0,None,4977,26946,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,samoyed,0.733942,None,1.2
886983233522544640,2017-07-17 16:17:36+00:00,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in,13.0,10.0,Maya,6303,30338,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,chihuahua,0.793469,None,1.3
886736880519319552,2017-07-16 23:58:41+00:00,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help",13.0,10.0,Mingus,2624,10489,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,kuvasz,0.309706,None,1.3
886680336477933568,2017-07-16 20:14:00+00:00,Twitter for iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal,13.0,10.0,Derek,3727,19709,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,Unpredicted,0.0,None,1.3
886366144734445568,2017-07-15 23:25:31+00:00,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe,12.0,10.0,Roscoe,2627,18528,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,french_bulldog,0.999201,Pupper,1.2
886258384151887873,2017-07-15 16:17:19+00:00,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles,13.0,10.0,Waffles,5276,24492,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,pug,0.943575,None,1.3
885984800019947520,2017-07-14 22:10:11+00:00,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution,12.0,10.0,Jimbo,5602,28572,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,blenheim_spaniel,0.972494,None,1.2
885528943205470208,2017-07-13 15:58:47+00:00,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly,13.0,10.0,Maisey,5321,31557,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,pug,0.369275,None,1.3
885311592912609280,2017-07-13 01:35:06+00:00,Twitter for iPhone,RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well,13.0,10.0,Lilly,15410,0,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,labrador_retriever,0.908703,None,1.3
885167619883638784,2017-07-12 16:03:00+00:00,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10,13.0,10.0,None,3661,19224,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,malamute,0.8124819999999999,None,1.3
884925521741709313,2017-07-12 00:01:00+00:00,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl",12.0,10.0,Earl,14995,67193,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,italian_greyhound,0.259916,None,1.2
884876753390489601,2017-07-11 20:47:12+00:00,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola,13.0,10.0,Lola,4661,24351,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,chow,0.822103,None,1.3
884562892145688576,2017-07-11 00:00:02+00:00,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin,13.0,10.0,Kevin,3904,21292,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,pug,0.5464060000000001,None,1.3
884441805382717440,2017-07-10 15:58:53+00:00,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales)",14.0,10.0,None,4784,23837,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,pembroke,0.993225,None,1.4
884162670584377345,2017-07-09 21:29:42+00:00,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo,12.0,10.0,Yogi,2498,17925,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,german_shepherd,0.707046,Doggo,1.2
883838122936631299,2017-07-09 00:00:04+00:00,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy,12.0,10.0,Noah,2856,19150,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,doberman,0.610946,None,1.2
883482846933004288,2017-07-08 00:28:19+00:00,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10",13.5,10.0,Bella,8247,40139,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,golden_retriever,0.943082,None,1.35
883360690899218434,2017-07-07 16:22:55+00:00,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck,13.0,10.0,Grizzwald,3071,19925,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,chow,0.987997,Floofer,1.3
883117836046086144,2017-07-07 00:17:54+00:00,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat",13.0,10.0,None,5524,32473,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,golden_retriever,0.949562,None,1.3
882992080364220416,2017-07-06 15:58:11+00:00,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy,13.0,10.0,Rusty,3239,20964,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,eskimo_dog,0.466778,None,1.3
882762694511734784,2017-07-06 00:46:41+00:00,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl,12.0,10.0,Gus,4087,24758,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,labrador_retriever,0.85005,Pupper,1.2
882627270321602560,2017-07-05 15:48:34+00:00,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi),13.0,10.0,Stanley,5054,24578,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,pembroke,0.542982,None,1.3
882268110199369728,2017-07-04 16:01:23+00:00,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸,13.0,10.0,Alfy,9611,39148,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,golden_retriever,0.762211,None,1.3
882045870035918850,2017-07-04 01:18:17+00:00,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko",13.0,10.0,Koko,4076,25690,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,golden_retriever,0.00694063,None,1.3
881906580714921986,2017-07-03 16:04:48+00:00,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable,12.0,10.0,Rey,2849,21424,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,weimaraner,0.291539,None,1.2
881666595344535552,2017-07-03 00:11:11+00:00,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely,13.0,10.0,Gary,8942,44492,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,saluki,0.529012,None,1.3
881536004380872706,2017-07-02 15:32:16+00:00,Twitter for iPhone,Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af  (IG: puffie_the_chow),14.0,10.0,None,13374,43388,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,samoyed,0.281463,Pupper,1.4
881268444196462592,2017-07-01 21:49:04+00:00,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet,12.0,10.0,Elliot,4486,20462,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,Unpredicted,0.0,None,1.2
880935762899988482,2017-06-30 23:47:07+00:00,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking,13.0,10.0,Louis,2329,15031,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,Unpredicted,0.0,None,1.3
880872448815771648,2017-06-30 19:35:32+00:00,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10,12.0,10.0,None,3199,18697,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,pembroke,0.791416,None,1.2
880465832366813184,2017-06-29 16:39:47+00:00,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop,12.0,10.0,Bella,5208,24999,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,golden_retriever,0.913255,None,1.2
880221127280381952,2017-06-29 00:27:25+00:00,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well,12.0,10.0,Jesse,3460,23638,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,chihuahua,0.238525,None,1.2
880095782870896641,2017-06-28 16:09:20+00:00,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10,11.0,10.0,None,3646,24302,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,miniature_pinscher,0.120298,None,1.1
879862464715927552,2017-06-28 00:42:13+00:00,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10,13.0,10.0,Romeo,2923,19683,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,basset,0.813507,None,1.3
879492040517615616,2017-06-27 00:10:17+00:00,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10,12.0,10.0,Bailey,2628,20683,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,german_short-haired_pointer,0.479896,None,1.2
879415818425184262,2017-06-26 19:07:24+00:00,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici),13.0,10.0,Duddles,37381,92738,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,english_springer,0.383404,None,1.3
879376492567855104,2017-06-26 16:31:08+00:00,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by,12.0,10.0,Jack,2642,14844,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,labrador_retriever,0.0334961,None,1.2
879050749262655488,2017-06-25 18:56:45+00:00,Twitter for iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet,11.0,10.0,Steven,3950,19785,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,Unpredicted,0.0,None,1.1
879008229531029506,2017-06-25 16:07:47+00:00,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs,13.0,10.0,Beau,2240,16769,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,vizsla,0.960513,None,1.3
878776093423087618,2017-06-25 00:45:22+00:00,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth,13.0,10.0,Snoopy,3427,17120,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,italian_greyhound,0.734684,Puppo,1.3
878281511006478336,2017-06-23 16:00:04+00:00,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below",13.0,10.0,Shadow,1075,6769,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,basset,0.32042,None,1.3
878057613040115712,2017-06-23 01:10:23+00:00,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved,14.0,10.0,Emmy,5733,37116,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,french_bulldog,0.839097,None,1.4
877736472329191424,2017-06-22 03:54:17+00:00,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again,13.0,10.0,Aja,15775,69197,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,chesapeake_bay_retriever,0.8379559999999999,None,1.3
877611172832227328,2017-06-21 19:36:23+00:00,Twitter for iPhone,RT @rachel2195: @dog_rates the boyfriend and his soaking wet pupper h*cking love his new hat 14/10,14.0,10.0,None,70,0,https://pbs.twimg.com/media/DCszHgmW0AAmIpT.jpg,irish_setter,0.364729,Pupper,1.4
877556246731214848,2017-06-21 15:58:08+00:00,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options,12.0,10.0,Penny,3164,19882,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,basset,0.995368,None,1.2
877316821321428993,2017-06-21 00:06:44+00:00,Twitter for iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy",13.0,10.0,Dante,4335,24122,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,saluki,0.5099670000000001,None,1.3
877201837425926144,2017-06-20 16:29:50+00:00,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop,12.0,10.0,Nelly,4618,23835,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,pembroke,0.93112,None,1.2
876838120628539392,2017-06-19 16:24:33+00:00,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately,12.0,10.0,Ginger,2799,18203,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,bloodhound,0.575751,Pupper,1.2
876484053909872640,2017-06-18 16:57:37+00:00,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy,13.0,10.0,Benedict,1997,16548,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,golden_retriever,0.874566,None,1.3
876120275196170240,2017-06-17 16:52:05+00:00,Twitter for iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite",13.0,10.0,Venti,3896,24664,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,bernese_mountain_dog,0.534327,None,1.3
875747767867523072,2017-06-16 16:11:53+00:00,Twitter for iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl",13.0,10.0,Goose,3577,22085,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,labrador_retriever,0.799551,None,1.3
875144289856114688,2017-06-15 00:13:52+00:00,Twitter for iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene,13.0,10.0,Nugget,4145,19408,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,siberian_husky,0.245048,None,1.3
875021211251597312,2017-06-14 16:04:48+00:00,Twitter for iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck,12.0,10.0,None,3964,22518,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,west_highland_white_terrier,0.7143189999999999,None,1.2
874680097055178752,2017-06-13 17:29:20+00:00,Twitter for iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly,12.0,10.0,Cash,3912,24580,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,labrador_retriever,0.836052,None,1.2
874296783580663808,2017-06-12 16:06:11+00:00,Twitter for iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract,13.0,10.0,Jed,3479,22936,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,cocker_spaniel,0.437216,Pupper,1.3
874057562936811520,2017-06-12 00:15:36+00:00,Twitter for iPhone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10",12.0,10.0,None,3372,20095,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,flat-coated_retriever,0.8321770000000001,None,1.2
874012996292530176,2017-06-11 21:18:31+00:00,Twitter for iPhone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo",13.0,10.0,Sebastian,8578,30081,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,cardigan,0.806674,Puppo,1.3
873580283840344065,2017-06-10 16:39:04+00:00,Twitter for iPhone,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly",13.0,10.0,None,3339,21356,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,newfoundland,0.678537,None,1.3
873213775632977920,2017-06-09 16:22:42+00:00,Twitter for iPhone,This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below,12.0,10.0,Sierra,1330,6314,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,vizsla,0.6197819999999999,Pupper,1.2
872967104147763200,2017-06-09 00:02:31+00:00,Twitter for iPhone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo,12.0,10.0,None,4553,24041,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,labrador_retriever,0.476913,Doggo,1.2
872820683541237760,2017-06-08 14:20:41+00:00,Twitter for iPhone,Here are my favorite #dogsatpollingstations  Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10,13.0,10.0,None,3163,13059,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,pug,0.99912,None,1.3
872620804844003328,2017-06-08 01:06:27+00:00,Twitter for iPhone,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love...,13.0,10.0,Monkey,3062,18315,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,cocker_spaniel,0.513191,None,1.3
872486979161796608,2017-06-07 16:14:40+00:00,Twitter for iPhone,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10,12.0,10.0,None,7707,36061,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,pembroke,0.931861,None,1.2
872122724285648897,2017-06-06 16:07:15+00:00,Twitter for iPhone,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on,12.0,10.0,Kody,6819,30188,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,pug,0.06673630000000001,None,1.2
871879754684805121,2017-06-06 00:01:46+00:00,Twitter for iPhone,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10,13.0,10.0,Lassie,9231,33051,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,shetland_sheepdog,0.969171,None,1.3
871762521631449091,2017-06-05 16:15:56+00:00,Twitter for iPhone,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10,12.0,10.0,Rover,2965,17869,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,labrador_retriever,0.921393,Pupper,1.2
